,state,date,region_name,dailycases,note,CODE_2
427,China,20-02-21,Hebei,1.0,,CHN.10_1
428,China,20-02-22,Hebei,1.0,,CHN.10_1
429,China,20-02-23,Hebei,2.0,,CHN.10_1
430,China,20-02-24,Hebei,0.0,,CHN.10_1
431,China,20-02-25,Hebei,0.0,,CHN.10_1
432,China,20-02-26,Hebei,1.0,,CHN.10_1
433,China,20-02-27,Hebei,5.0,,CHN.10_1
434,China,20-02-28,Hebei,1.0,,CHN.10_1
435,China,20-02-29,Hebei,0.0,,CHN.10_1
436,China,20-03-01,Hebei,0.0,,CHN.10_1
437,China,20-03-02,Hebei,0.0,,CHN.10_1
438,China,20-03-03,Hebei,0.0,,CHN.10_1
439,China,20-03-04,Hebei,0.0,,CHN.10_1
440,China,20-03-05,Hebei,0.0,,CHN.10_1
441,China,20-03-06,Hebei,0.0,,CHN.10_1
442,China,20-03-07,Hebei,0.0,,CHN.10_1
443,China,20-03-08,Hebei,0.0,,CHN.10_1
444,China,20-03-09,Hebei,0.0,,CHN.10_1
445,China,20-03-10,Hebei,0.0,,CHN.10_1
446,China,20-03-11,Hebei,0.0,,CHN.10_1
447,China,20-03-12,Hebei,0.0,,CHN.10_1
448,China,20-03-13,Hebei,0.0,,CHN.10_1
449,China,20-03-14,Hebei,0.0,,CHN.10_1
450,China,20-03-15,Hebei,0.0,,CHN.10_1
451,China,20-02-01,Heilongjiang,80.0,,CHN.11_1
452,China,20-02-02,Heilongjiang,15.0,,CHN.11_1
453,China,20-02-03,Heilongjiang,23.0,,CHN.11_1
454,China,20-02-04,Heilongjiang,37.0,,CHN.11_1
455,China,20-02-05,Heilongjiang,35.0,,CHN.11_1
456,China,20-02-06,Heilongjiang,37.0,,CHN.11_1
457,China,20-02-07,Heilongjiang,50.0,,CHN.11_1
458,China,20-02-08,Heilongjiang,5.0,,CHN.11_1
459,China,20-02-09,Heilongjiang,25.0,,CHN.11_1
460,China,20-02-10,Heilongjiang,24.0,,CHN.11_1
461,China,20-02-11,Heilongjiang,29.0,,CHN.11_1
462,China,20-02-12,Heilongjiang,18.0,,CHN.11_1
463,China,20-02-13,Heilongjiang,17.0,,CHN.11_1
464,China,20-02-14,Heilongjiang,23.0,,CHN.11_1
465,China,20-02-15,Heilongjiang,7.0,,CHN.11_1
466,China,20-02-16,Heilongjiang,20.0,,CHN.11_1
